Asset,Strategy,Trade_Type,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Entry_Weight,Days_Held,PnL_Percent,Weight_Impact,Trade_Result,Status,Daily_Contributions,Stop_Loss_Exit
DOGE-USD,alpha998,LONG,2024-07-01,2025-06-28,0.12344200164079666,0.16369199752807617,1.0,362,76.8131949492019,0.768131949492019,WIN,OPEN,362,False
